rank,manga_name,autors,chapters_published,status,reading_type
1728,Bokutachi Wa Shitte Shimatta,"Miyasaka, Kaho (Story & Art)",60,Ongoing,Left to Right
1729,Giri Koi,"Yamada, Daisy (Story & Art)",8,Ongoing,Right to Left
1730,Youkai Apato no Yuuga na Nichijou,KOUDUKI Hinowa,130,Ongoing,Right to Left
1731,Legend Hustle,Kim Kyung Yeol,23,Ongoing,Left to Right
1732,Adonis Next Door,Unknown,51,Ongoing,Right to Left
1733,Ginga Densetsu WEED,"Takahashi, Yoshihiro (Story & Art)",84,Ongoing,Right to Left
1734,Takamagahara,KAWAI Juuzou,17,Ongoing,Right to Left
1735,Boku ni Koi suru Mechanical,WATARAI Keiji,12,Ongoing,Right to Left
1736,Akaboshi - Ibun Suikoden,AMANO Youichi,24,Completed,Right to Left
1737,Fujimura-kun Mates,SHIKI Seiichi,90,Ongoing,Right to Left
1738,Fortune Arterial,"Kodama, Miki  (Art)",41,Ongoing,Right to Left
1739,Mousou Honey,MIKUNI Hajime,4,Ongoing,Right to Left
1740,Hana Yori Dango,Kamio Youko,241,Completed,Right to Left
1741,Ai Kaimasse!,HIBIKI Ai,1,Completed,Right to Left
1742,For Your Love,Park Nodeok,54,Ongoing,Right to Left
1743,Asa Made Motto,YUMACHI Shin,7,Ongoing,Right to Left
1744,The Melancholy of Haruhi Suzumiya,"Tanigawa, Nagaru (Story), Tsugano, Gaku (Art)",46,Ongoing,Right to Left
1745,Momoko Manual,"Tachibana, Yutaka (Story & Art)",5,Ongoing,Right to Left
1746,Another Kingdom,FUJITA Maki,8,Completed,Right to Left
1747,Eve no Jikan,Yoshiura Yasuhiro,5,Ongoing,Right to Left
1748,Bamboo Blade C,TOTSUKA Masahiro,2,Ongoing,Right to Left
1749,Seitokai Tantei Kirika,SUGII Hikaru,34,Ongoing,Right to Left
1750,Tantei Gakuen Q,"Aoki, Yuya (Story), Sato, Fumiya (Art)",172,Ongoing,Right to Left
1751,Crazy For You,"Shiina, Karuho (Story & Art)",22,Ongoing,Right to Left
1752,Waratte! Sotomura-san,MINAMORI Minamo,121,Ongoing,Right to Left
1753,I Beg of You,Kanmi,1,Ongoing,Right to Left
1754,Chairudo,OGINO Makoto,17,Ongoing,Right to Left
1755,Love like Crazy,"Hwang, Mi Ri (Story & Art)",43,Ongoing,Left to Right
1756,Saijou no Meii,"Hashiguchi, Takashi (Story & Art)",78,Ongoing,Right to Left
1757,Usotsuki Lily,KOMURA Ayumi,105,Ongoing,Right to Left
1758,Heart no A,SAIGA Akira,3,Completed,Right to Left
1759,Hana Michi Otome,HAMASIN,13,Completed,Right to Left
1760,A Falsified Romance,OCHIAI Naoyuki (Story & Art),38,Ongoing,Right to Left
1761,Kuneru Maruta,TAKAO Jingu,3,Ongoing,Right to Left
1762,Mayabi,Meen,30,Ongoing,Left to Right
1763,inGrid,SAKAMAKI Yukisato,2,Ongoing,Right to Left
1764,Izayakaku,"Sakamaki, Yukisato (Story & Art)",16,Ongoing,Right to Left
1765,Shigatsu wa Kimi no Uso - Coda,ARAKAWA Naoshi,5,Ongoing,Right to Left
1766,Boukyaku no Shirushi to Hime,SOU Tsukarou,20,Ongoing,Right to Left
1767,Saint Seiya - Episode G,"Kurumada, Masami (Story), Okada, Megumu (Art)",57,Ongoing,Right to Left
1768,Shi ni Itaru Yamai,ASADA Hikari,18,Ongoing,Right to Left
1769,Tonari no Seki-kun,MORISHIGE Takuma,81,Ongoing,Right to Left
1770,Downfall,ASANO Inio,8,Ongoing,Right to Left
1771,Black Cat,Yabuki Kentaro,185,Completed,Right to Left
1772,Zelda no Densetsu: Toki no Ocarina,HIMEKAWA Akira,2,Completed,Right to Left
1773,Black Rock Shooter - Innocent Soul,Huke,13,Ongoing,Right to Left
1774,The Country Is Saved!,LEE Sang-Eun,34,Ongoing,Left to Right
1775,Toraware no Minoue,"Hino, Matsuri (Story & Art)",24,Ongoing,Right to Left
1776,Black Bullet,KANZAKI Shiden,19,Ongoing,Right to Left
1777,NoNameD,MOON Ji Hyun,19,Ongoing,Left to Right
1778,Itazura na Kiss,"Tada, Kaoru (Story & Art)",61,Completed,Right to Left
1779,Poyopoyo Kansatsu Nikki,TATSUKI Ruu,67,Ongoing,Right to Left
1780,Tenpuri,Mitsuki Miko,1,Ongoing,Right to Left
1781,Jackals,"Kim, Byung Jin (Story & Art)",56,Ongoing,Right to Left
1782,Tegami Bachi,"Asada, Hiroyuki (Story & Art)",99,Ongoing,Right to Left
1783,Shingeki no Kyojin - Birth of Levi: Kuinaki Sentaku,Sunaaku Gan,9,Ongoing,Right to Left
1784,Shouraiteki ni Shinde Kure,Nagato Chihiro,30,Ongoing,Right to Left
1785,Tsumi Ni Nureta Futari,"Kitagawa, Miyuki (Story & Art)",38,Ongoing,Right to Left
1786,Binbougami ga!,SUKENO Yoshiaki,73,Ongoing,Right to Left
1787,3Q love stories,Saar,3,Ongoing,Right to Left
1788,Ao Shi Jiu Chong Tian,Feng Ling Tianxia,32,Ongoing,Right to Left
1789,Needless,"Imai, Kami",113,Ongoing,Right to Left
1790,Masters of Endurance,Lan Yu,6,Ongoing,Right to Left
1791,XINGCHEN BIAN,I Eat Tomatoes,3,Ongoing,Right to Left
1792,Majin Tantei Nougami Neuro,"Matsui, Yuusei (Story & Art)",202,Ongoing,Right to Left
1793,Shishunki Bitter Change,Masayoshi,65z,Ongoing,Right to Left
1794,Dear My Girls,"Kim, Hee Eun (Story & Art)",31,Ongoing,Right to Left
1795,Judge,TONOGAI Yoshiki (Story & Art),17,Ongoing,Right to Left
1796,Yumi to kurumi,Uruhiko,7,Ongoing,Right to Left
1797,Shirayukihime to 7-nin no Shuujin,YABUGUCHI Kuroko,25,Completed,Right to Left
1798,Hoshi ni Naru Hi,SUZUKI Julietta,6,Ongoing,Right to Left
1799,elDLIVE,AMANO Akira,3,Ongoing,Right to Left
1800,Freezing Zero,IM Dal-Young,37,Ongoing,Right to Left
1801,Rainbow Rose,KIM Yelin,27,Ongoing,Left to Right
1802,Hachimitsu no Hana,KIUCHI Tatsuya,12,Completed,Right to Left
1803,Saint Seiya - Next Dimension,KURUMADA Masami (Story & Art),118,Ongoing,Right to Left
1804,Asa mo Hiru mo Yoru mo,"Aoki, Kotomi (Story)",9,Completed,Right to Left
1805,Pumpkin Scissors,IWANAGA Ryoutarou,44,Ongoing,Right to Left
1806,Fist of the North Star Rei Gaiden,"Nekoi, Yasuyuki (Story & Art)",54,Completed,Right to Left
1807,Aflame Inferno,"Im, Dal Young , Kim, Kwang Hyun",50,Ongoing,Right to Left
1808,Bloody Monday,"Megumi, Kouji, Ryuumon, Ryou",96,Completed,Right to Left
1809,Hamatora,KITAJIMA Yukinori,14,Ongoing,Right to Left
1810,Ocha Nigosu,"Nishimori, Hiroyuki (Story & Art)",109,Ongoing,Right to Left
1811,Benkyou no Jikan,MINAMI Touko,3,Completed,Right to Left
1812,Salaryman Futsumashi Okumura Yukio no Aishuu,KATOU Kazue,67,Ongoing,Right to Left
1813,Royal Dragon,"Bawang, Oshiyanyan",2,Ongoing,Left to Right
1814,Baka to Gogh,KATOU Shinkichi,12,Ongoing,Right to Left
1815,chocolate vampire,Kumagai Kyoko,23,Ongoing,Right to Left
1816,Please Save My Earth,HIWATARI Saki,21,Completed,Right to Left
1817,Safe Again Today,YUU Jin-Soo,14,Completed,Left to Right
1818,A Fairytale for the Demon Lord,KIM Yong-Hwan,60,Ongoing,Left to Right
1819,Honey Moon Logs - Log Horizon,TOUNO Mamare,6,Ongoing,Right to Left
1820,Thesis,"KIM Eun-hyo, KIM Yeong-ji",45,Ongoing,Left to Right
1821,Prunus Girl,Tomoki Matsumoto,42,Ongoing,Right to Left
1822,Kaichou-kun no Shimobe,HOZUNO Miyako,24,Ongoing,Right to Left
1823,Rec - Kimi ga Naita Hi,MAKINO Aoi,3,Completed,Right to Left
1824,"17-sai, Kiss to Dilemma",YAGAMI Rina,12,Ongoing,Right to Left
1825,Inukai x Tribe,Harada Anjyu,20,Ongoing,Right to Left
1826,Black God,"Park, Sung Woo, Im, Dal Young",115,Ongoing,Right to Left
1827,Zero In,"Inoue, Sora (Story & Art",75,Completed,Right to Left
1828,Guin Saga,KURIMOTO Kaoru,3,Ongoing,Right to Left
1829,Jesus,NANATSUKI Kyoichi,125,Ongoing,Right to Left
1830,Narutaru,KITOH Mohiro,12,Completed,Right to Left
1831,Nekurogu,Kumakura Takatoshi,3,Ongoing,Right to Left
1832,A Gust of Wind Blows at Daybreak,Jing Ning,46,Ongoing,Right to Left
1833,Montage (WATANABE Jun),WATANABE Jun,193,Ongoing,Right to Left
1834,Shiawase Kissa Sanchoume,"Matsuzuki, Kou (Story & Art)",82,Ongoing,Right to Left
1835,Freezing: First Chronicle,IM Dal-Young,4,Completed,Right to Left
1836,The Legend of Zelda: Oracle of Seasons,Himekawa Akira,10,Ongoing,Right to Left
1837,Mahou Shoujo Oriko Magica,Magica Quartet,7,Ongoing,Right to Left
1838,Kintoki,Akira Toriyama,1,Completed,Right to Left
1839,Hakuba no Oujisama,Saku Yukizo,68,Ongoing,Right to Left
1840,Steins;Gate - Onshuu no Brownian Motion,"5pb, Nitroplus",11,Ongoing,Right to Left
1841,Tomoe ga Yuku!,TAMURA Yumi,6,Completed,Right to Left
1842,A Channel,Kuroda Bb,129,Ongoing,Right to Left
1843,Girls & Panzer - Ribbon no Musha,SUZUKI Takaaki,64,Ongoing,Right to Left
1844,Saru Lock,"Serizawa, Naoki (Story & Art)",105,Ongoing,Right to Left
1845,Hana wa Sakura yori mo Hana no Gotoku,KAWAI Yuumi,8,Ongoing,Right to Left
1846,To Aru Majutsu no Kinsho Mokuroku - Endymion no Kiseki,"KAMACHI Kazuma, PROJECT INDEX",9,Ongoing,Right to Left
1847,Ramen Daisuki Koizumi-san,Narumi Naru,52,Ongoing,Right to Left
1848,Sunny (MATSUMOTO Taiyou),MATSUMOTO Taiyou,12,Ongoing,Right to Left
1849,K - Countdown,"GoHands, GoRA",8,Ongoing,Right to Left
1850,K - Stray Dog Story,"Go Hands, GoRA",5,Ongoing,Right to Left
1851,Watanuki-san ni wa Boku ga Tarinai,TOYAMA Ema,2,Ongoing,Right to Left
1852,Code Geass - Lelouch of the Rebellion,"Okouchi, Ichiro (Story), Taniguchi, Goro, Kumura, Takahir, Iwasa, Mamoru",19,Completed,Right to Left
1853,Zoids Wild,Moritya,6,Ongoing,Right to Left
1854,Upotte!!,TENNOUJI Kitsune (Story & Art),108,Ongoing,Right to Left
1855,17-sai Degree Celsius,MUGIMORI Nagi,5,Ongoing,Right to Left
1856,P to JK,MIYOSHI Maki,30,Ongoing,Right to Left
1857,Izayoi no Hitomi,TAKAMI Naruse,3,Completed,Right to Left
1858,Death Edge,SHIMOTSUKI Kairi,20,Ongoing,Right to Left
1859,She's Scary,HWANG Mi Ri (Story & Art),24,Ongoing,Left to Right
1860,Ya! Oee,RangTo,22,Completed,Right to Left
1861,Kamisama Dolls,"Yamamura, Hajime (Story & Art)",72,Ongoing,Right to Left
1862,Ayakashi Hisen,KUMAGAI Kyoko,46,Ongoing,Right to Left
1863,Oui Oui Days,INUGAMI Sukune (Story & Art),8,Ongoing,Right to Left
1864,Tsumari wa Kimi ga Itoshii no Desu,NAKAGAWA Yuri,2,Ongoing,Right to Left
1865,Abide in the Wind,Shin Weol,183,Ongoing,Left to Right
1866,Dogs: Bullets & Carnage,MIWA Shirow,101,Ongoing,Right to Left
1867,Plus Tic Neesan,Kurii Cha,163,Ongoing,Right to Left
1868,Asuka Hybrid,Ken+ (Story & Art),20,Ongoing,Right to Left
1869,Cromartie Koukou Shokuinshitsu,NONAKA Eiji,4,Ongoing,Right to Left
1870,Saiunkoku Monogatari,YUKINO Sai,26,Completed,Right to Left
1871,Beast Master,"Motomi, Kyousuke (Story & Art)",8,Completed,Right to Left
1872,Teppu,"Moare, Futada (Story & Art)",32,Ongoing,Right to Left
1873,Kagami no Kuni no Harisugawa,KANO Yasuhiro,29,Completed,Right to Left
1874,American Ghost Jack,HAN Ji-hye,65,Ongoing,Left to Right
1875,Kurohime,KATAKURA Masanori,80,Completed,Right to Left
1876,Shiki Tsukai,ZEKUU Tooru,13,Ongoing,Right to Left
1877,A Man for Megan,Darlene Scalera,1,Completed,Right to Left
1878,Hanamatsuri,Aki (Story & Art),5,Ongoing,Right to Left
1879,Sayonara Zetsubou Sensei,"Kumeta, Kouji (Story & Art)",33,Ongoing,Right to Left
1880,Welcome to Room 305!,WaNan,168,Completed,Left to Right
1881,Kurenai no Ookami to Ashikase no Hitsuji,KISHIMOTO Seishi,2,Ongoing,Right to Left
1882,Yuureitou,NOGIZAKA Tarou,70,Ongoing,Right to Left
1883,Arisa,"Ando, Natsumi (Story & Art)",44,Ongoing,Right to Left
1884,Shinsetsu Bobobo-bo Bo-bobo,SAWAI Yoshio,73,Completed,Right to Left
1885,Frame Arms Girl: Lab Days,"Kotobukiya,",10,Ongoing,Right to Left
1886,Kurogane,IKEZAWA Haruto,70,Completed,Right to Left
1887,Bungo Stray Dogs,ASAGIRI Kafuka,15,Ongoing,Right to Left
1888,A Method to Make the World Gentle,TAKEBA Kumiko (Story & Art),31,Ongoing,Right to Left
1889,Love Monster,"Miyagi, Riko (Story & Art)",82,Completed,Left to Right
1890,Tohai,SHINASAKA Koji,43,Ongoing,Right to Left
1891,Suijin no Ikenie,TOMA Rei,45,Ongoing,Right to Left
1892,Yowaito Nikki,"Takayanagi, Sankusu (Story & Art)",0,Completed,Left to Right
1893,Watashitachi no Shiawase na Jikan,"Yumeka, Sumomo (Art)",8,Completed,Right to Left
1894,Fairy Tail - Blue Mistral,WATANABE Rui,13,Ongoing,Right to Left
1895,Robot Keiji,ISHINOMORI Shotaro,23,Ongoing,Right to Left
1896,Slayers: Medieval Mayhem,Hajime Kanzaka,6,Completed,Right to Left
1897,Absolute Duo,HIIRAGIBOSHI Takumi,22,Ongoing,Right to Left
1898,Amari Mawari,KURODA Bb,31,Ongoing,Right to Left
1899,B-Gata Kareshi no Aishikata,SAZANAMI Raika,6,Completed,Right to Left
1900,Doraemon,"Fujio, Fujiko F. (Story & Art)",230,Ongoing,Right to Left
1901,Blend S,Nakayama Miyuki,113,Completed,Right to Left
1902,Kitakubu Katsudou Kiroku,Kuroha,65,Ongoing,Right to Left
1903,Rurouni Kenshin - To Rule Flame,WATSUKI Nobuhiro,1,Ongoing,Right to Left
1904,Zanki x 99,No Sensei,1,Ongoing,Right to Left
1905,Usagi Drop,"Unita, Yumi (Story & Art)",62,Completed,Right to Left
1906,Ultraman Tiga,"Qiu Fulong, Tony Wong",10,Completed,Right to Left
1907,Tough,SARUWATARI Tetsuya,369,Ongoing,Right to Left
1908,Waraenu Douji - 108 no Gou,MANO Makoto,7,Ongoing,Right to Left
1909,Omoni Naitemasu,HIGASHIMURA Akiko,23,Ongoing,Right to Left
1910,Fukukaichou Ganbaru,Redrop,14,Complete,Right to Left
1911,Nanahoshi to Tachibana,Ameno Sayaka,9,Ongoing,Right to Left
1912,Kagetora,"Segami, Akira  (Story & Art)",11,Completed,Right to Left
1913,High Fantasy,Opnor,1,Ongoing,Left to Right
1914,Musume no Iede,SHIMURA Takako,34,Ongoing,Right to Left
1915,Giniro no Genders,Tomono Hiro,25,Ongoing,Right to Left
1916,Gokicha,RUI Tamachi,66,Ongoing,Right to Left
1917,Nagato Yuki-chan no Shoushitsu,PUYO (Story & Art),79,Ongoing,Right to Left
1918,Umineko No Naku Koro Ni,"Natsumi, Kei (Art), Ryukishi07 (Story)",22,Ongoing,Right to Left
1919,Meiji Hiiro Kitan,RIKACHI,26,Ongoing,Right to Left
1920,Handa-kun,YOSHINO Satsuki,19,Ongoing,Right to Left
1921,Mx0,"Kano, Yasuhiro",99,Ongoing,Right to Left
1922,Drop,SHINAGAWA Hiroshi,55,Ongoing,Right to Left
1923,Yuzumori-san,EJIMA Eri,33,Ongoing,Right to Left
1924,Yoshiwara Hana Oboro,OTONAKA Sawaki,13,Ongoing,Right to Left
1925,Beelzebub Side Story,TAMURA Ryuuhei,6,Ongoing,Right to Left
1926,Complex,KIKUCHI Kumiko,35,Completed,Right to Left
1927,Witch Hunt,PARK So-Yeon,88,Ongoing,Left to Right
1928,Detroit Metal City,"Wakasugi, Kiminori",102,Ongoing,Right to Left
1929,Azufareo no Sobayounin,Hijikata Yuu,4,Ongoing,Right to Left
1930,Uragiri wa Boku no Namae wo Shitteiru,"Odagiri, Hotaru (Story & Art)",18,Ongoing,Right to Left
1931,Kingdom Game,SORASE Haruyuki,33,Ongoing,Right to Left
1932,Getter Robo,"ISHIKAWA Ken, NAGAI Go",14,Completed,Right to Left
1933,Oguna,KARAKARA Kemuri,3,Ongoing,Right to Left
1934,Little Busters! Kud Wafter,Key,11,Ongoing,Right to Left
1935,Iron Knight,Yagi Tomohiro,17,Completed,Right to Left
1936,Dr. Duo,"KINOSHITA Shigeru, OOSAWA Yuusuke",26,Completed,Right to Left
1937,Bakejo!,GOMI Machito,13,Ongoing,Right to Left
1938,Corseltel no Ryuujitsushi Monogatari,ISURUGI Ayuma,59,Completed,Right to Left
1939,Dorothy wa Gokigen Naname?,HOONOKI Sora,11,Ongoing,Right to Left
1940,Fujimi Lovers,TAKAGI Yuna,12,Ongoing,Right to Left
1941,Pocket Monsters SPECIAL ORAS,Kusaka Hidenori,21,Ongoing,Right to Left
1942,Chongsa,Kim Joon-hyung,27,Ongoing,Left to Right
1943,Shinwa Ponchi,"Katsura, Asuka (Story & Art)",20,Ongoing,Right to Left
1944,Niflheim,Glenade,73,Ongoing,Left to Right
1945,Misaki Number One!!,FUJISAKI Masato,1,Completed,Right to Left
1946,What a Wonderful World!,ASANO Inio (Story & Art),2,Completed,Right to Left
1947,Durarara,"Narita, Ryohgo (Story), Satorigi, Akiyo (Art)",21,Ongoing,Right to Left
1948,Satou-kun to Tanaka-san - The Blood Highschool,KOUGA Yun,10,Ongoing,Right to Left
1949,Kaizoku to Ningyo,KIUCHI Tatsuya,16,Ongoing,Right to Left
1950,Tamara,SOURYO Fuyumi,3,Completed,Right to Left
1951,Imuri,MIYAKE Ranjou,1,Ongoing,Right to Left
1952,Wake Up Deadman,KIM Yong-Hwan,82,Completed,Left to Right
1953,Sora no Mannaka,"Kamura, Yoko (Story & Art)",10,Completed,Right to Left
1954,Pastel,"Kobayashi, Toshihiko",159,Ongoing,Right to Left
1955,Sensei wa Ore no Mono,"Mie (Story), Chika (Art)",16,Ongoing,Right to Left
1956,Fight Ippatsu Juuden-chan!,"Ditama, Bow (Story & Art)",34,Ongoing,Right to Left
1957,Baramon no Kazoku,MIYASHITA Akira,37,Completed,Right to Left
1958,Rolan the Forgotten King,YOSHINO Takumi,24,Ongoing,Right to Left
1959,Limit,"Suenobu, Keiko (Story & Art)",23,Ongoing,Right to Left
1960,Lotte no Omocha,"Haga, Yui (Story & Art)",60,Ongoing,Right to Left
1961,Esoragoto Note,OOUCHI Natsumi,3,Ongoing,Right to Left
1962,Soul Catchers,Shinkai Hideo,57,Ongoing,Right to Left
1963,Ryushika Ryushika,ABE Yoshitoshi,56,Ongoing,Right to Left
1964,Alice to Taiyou,Totsuno Takahide,6,Ongoing,Right to Left
1965,Brothers Conflict feat. Tsubaki & Azusa,"KANASE Atsuko, MIZUNO Takashi, Udajo",5,Ongoing,Right to Left
1966,5 Centimeters per Second,SHINKAI Makoto,11,Ongoing,Right to Left
1967,Cromartie High School,NONAKA Eiji (Story & Art),13,Completed,Right to Left
1968,Mahou Shoujo no Kareinaru Yosei,Haruse Hiroki,39,Ongoing,Right to Left
1969,Helck,Nanao Nanaki,93,Ongoing,Right to Left
1970,Blackberry Chocolate,Mitsubachi Miyuki,3,Ongoing,Right to Left
1971,Between Philia and Eros,Kida Miyuki,2,Ongoing,Right to Left
1972,Dihao laogong tai kuangre,Jiucai,2,Ongoing,Right to Left
1973,"Shinobi, Koi Utsutsu",Idea Factory,3,Ongoing,Right to Left
1974,Shards of Sin,Yi Seung Chan,24,Ongoing,Left to Right
1975,Are You My Child?,KURITA Riku,12,Completed,Right to Left
1976,Baby Its You,"Yoshizumi, Wataru (Story & Art)",0,Completed,Right to Left
1977,Mushishi,"Urushibara, Yuki (Story & Art)",22,Ongoing,Right to Left
1978,Yu-Gi-Oh! GX,"Takahashi, Kazuki (Story), Kageyama, Naoyuki (Art)",65,Ongoing,Right to Left
1979,Madoromi Barmaid,Hayakawa Pao,31,Ongoing,Right to Left
1980,Oppa is Here,Mona,1,Ongoing,Right to Left
1981,Hayate x Blade,"Hayashiya, Shizuru (Story & Art)",107,Ongoing,Right to Left
1982,Mouryou no Hako,"Shimizu, Aki (Art), Kyougoku, Natsuhiko (Story)",10c,Ongoing,Right to Left
1983,Hana to Akuma,Oto Hisamu,58e,Ongoing,Right to Left
1984,Swapped Fraternal Twins,Kobayashi Kina,1,Ongoing,Right to Left
1985,Savanna Game - The Comic,Kuroi Ransuke,32,Ongoing,Right to Left
1986,Zippy Ziggy,Kim Yeong-Eun,86,Completed,Right to Left
1987,Beck,"Sakuishi, Harold",103,Ongoing,Right to Left
1988,S Kareshi Joujou,MOMOSHIRO,25,Ongoing,Right to Left
1989,Takemitsu Zamurai,EIFUKU Issei,71,Completed,Right to Left
1990,Misoshiru de Kanpai,Sasano Sai,84e,Ongoing,Right to Left
1991,Koi wa Ameagari no You ni,MAYUZUKI Jun,2,Ongoing,Right to Left
1992,Kimi Hayate,"Ichinoma Niniko,",1,Ongoing,Right to Left
1993,Coppelion,INOUE Tomonori,198,Ongoing,Right to Left
1994,Pokemon Special: Black & White,KUSAKA Hidenori,23,Ongoing,Right to Left
1995,9 no Puzzle to Mahou Tsukai,MIURA Jun,1,Ongoing,Right to Left
1996,Hell Teacher Nube,"Okano, Takeshi (Art), Makura, Shou (Story)",276e,Completed,Right to Left
1997,Tsubaki Biyori,"Ishino, Aya  (Story & Art",7,Ongoing,Right to Left
1998,Ask Dr Rin!,ARAI Kiyoko,9,Ongoing,Right to Left
1999,Hotel S.L.,SAKURAI Shiori,7,Ongoing,Right to Left
2000,Mother Keeper,"Sorano, Kairi (Story & Art)",72,Ongoing,Right to Left
2001,Hero Waltz,Penguin Juice,51,Ongoing,Left to Right
2002,Monster Arms Dealer,Tanizaki Shuuhei,1,Ongoing,Right to Left
2003,Kunisaki Izumo no Jijou,Hirakawa Aya,75,Ongoing,Right to Left
2004,Bloody Mary (SAMAMIYA Akaza),SAMAMIYA Akaza,40,Ongoing,Right to Left
2005,Houou Gakuen Misoragumi,"Aki, Arata (Story & Art)",21,Ongoing,Right to Left
2006,Tona-Gura,"Kakei, Hidetaka (Story & Art)",69,Ongoing,Right to Left
2007,Jumping Over,???,7,Ongoing,Right to Left
2008,Shiryoku Kensa,"40mP, Chano",16,Ongoing,Right to Left
2009,I'm a Loser,Max,89,Ongoing,Right to Left
2010,Hetamen,ANISAKI Yuna,12,Completed,Right to Left
2011,Wolf Guy Ookami no Monshou,"Tabata, Yoshiaki (Story), Yuuki, Yugo (Art)",117,Ongoing,Right to Left
2012,Our Relationship Is...,LEE Yun Ji,47,Ongoing,Left to Right
2013,Koi wa Itsumo Tabekake,TOUDA Yoshimi,2,Completed,Right to Left
2014,Bishounen de Meitantei de Doesu,HIRANO Kouta,1,Ongoing,Right to Left
2015,Pajama na Kanojo.,HAMADA Kosuke,26,Completed,Right to Left
2016,Clockwork Apple,TEZUKA Osamu,8,Ongoing,Right to Left
2017,1/11,NAKAMURA Takatoshi,31,Ongoing,Right to Left
2018,3 Banme no Kareshi,KOTOU Matsu,1,Completed,Right to Left
2019,Olimpos,Aki (Story & Art),11,Ongoing,Right to Left
2020,IO,"Koio, Minato (Story & Art)",55,Completed,Left to Right
2021,Akai Mi Hajiketa,TAKAHASHI Natsuko,13,Completed,Right to Left
2022,Boku no Tonari ni Ankoku Hakaishin ga Imasu,AKI Arata,15,Ongoing,Right to Left
2023,Lan Chi,Xu Lu AKO,452,Ongoing,Left to Right
2024,Accel World / Dural - Magisa Garden,KAWAHARA Reki,35,Ongoing,Right to Left
2025,Kurai Rouka to Ushiro no Genkan,OSHIKIRI Rensuke,5,Ongoing,Right to Left
2026,The Great Conqueror,Skeleton Fairy,34,Ongoing,Left to Right
2027,"Kyou, Curry!",SHIMANO Yae,6,Ongoing,Right to Left
2028,THE OTHER SIDE,Olsen Vilchi,1,Ongoing,Right to Left
2029,Candy Boy,TOUGE Hiro (Story & Art),11,Ongoing,Right to Left
2030,Dance in the Vampire Bund,Tamaki Nozomu,49,Ongoing,Right to Left
2031,Himegimi to Sanbiki no Kemono,MIYUKI Mitsubachi,12,Completed,Right to Left
2032,Shitsuji-sama no Okiniiri,IZAWA Rei,50,Ongoing,Right to Left
2033,Kingdom Of Zombie,Nojeok,15,Ongoing,Left to Right
2034,Log Horizon,TOUNO Mamare,7,Ongoing,Right to Left
2035,1305,Park Mong Mong,1,Ongoing,Right to Left
2036,Haikou Dolls,Kimi To Shiin,26,Ongoing,Right to Left
2037,Kore wa Zombie desu ka?,KIMURA Shinichi,15,Ongoing,Right to Left
2038,Yamikagishi,NAKASHIMA Kazuki,4,Ongoing,Right to Left
2039,Otokonoko wa Maid Fuku ga Osuki!?,MITSUKURA Chikage,14,Completed,Right to Left
2040,Oujisama no Kanojo,AIHARA Miki,5,Completed,Right to Left
2041,"Kimi wa Maru de, Ano Hana no You de.",GOTOU Misaki,2,Completed,Right to Left
2042,Otokomae! Beads Club,MOTOMI Kyousuke,5,Completed,Right to Left
2043,Oh! My Prince,MUTOU Hiromu,9,Completed,Right to Left
2044,School Rumble Z,KOBAYASHI Jin,10,Ongoing,Right to Left
2045,Paperweight Eye,TAZAWA Kouji,11,Completed,Right to Left
2046,Wild Life,"Fujisaki, Masato (Story & Art)",162,Ongoing,Right to Left
2047,Tiger Mask,KAJIWARA Ikki,9,Ongoing,Right to Left
2048,Kamikaze Kaitou Jeanne,"Tanemura, Arina (Story)",30,Completed,Right to Left
2049,Reversible School Life,"Shirase, Shuu  (Story & Art)",15,Completed,Right to Left
2050,Yakushoku Distpiari - Gesellshaft Blue,SENGA Fumitaka,34,Ongoing,Right to Left
2051,Loose Relation Between Wizard and Apprentice,"Konya, Yukio (Story & Art)",13,Ongoing,Right to Left
2052,AAA,Fukushima Haruka,15,Completed,Right to Left
2053,Crimsons: Akai Koukaishatachi,KANNO Takanori,20,Ongoing,Right to Left
2054,The Big O,YATATE Hajime,6,Completed,Right to Left
2055,3x3 Eyes,Yuzo Takada,576,Ongoing,Right to Left
2056,Yuyushiki,MIKAMI Komata,56,Ongoing,Right to Left
2057,Imomushi Shoujo to Komyushou Danshi,Sanzo,8,Ongoing,Right to Left
2058,Hatsu Haru,FUJISAWA Shizuki,5,Ongoing,Right to Left
2059,Angel Heart,"Tsukasa, Hojo (Story & Art)",363,Ongoing,Right to Left
2060,Vampire Princess,KAKINOUCHI Narumi,1,Ongoing,Right to Left
2061,Onani Master Kurosawa,"Katsura, Ise (Story)",31,Completed,Right to Left
2062,She's Gon,Son Hee Jun,21,Ongoing,Left to Right
2063,Honey Holic,SAKOU Watari,1,Ongoing,Right to Left
2064,Black Survival - Bottomless Pit,Kwon Na-hyun,6,Ongoing,Manhwa
2065,Chat,HAN Yu-Rang,32,Completed,Left to Right
2066,Cross Over,"Seo, Kouji",59,Completed,Right to Left
2067,The Legend of Koizumi,"Owada, Hideki  (Story & Art)",138,Ongoing,Right to Left
2068,Kutsuzure Sensen - Witch Vasenka's War,HAYAMI Rasenjin,21,Ongoing,Right to Left
2069,Kono Koi wa Kore Ijou Kirei ni Naranai,Maijo Ohtaro,30,Ongoing,Right to Left
2070,Dalsez,Sela,66,Ongoing,Left to Right
2071,Fuan no Tane,NAKAYAMA Masaaki,3,Completed,Right to Left
